,agent0_panda,agent0_sea turtle,agent0_koala,agent0_peacock,agent0_lion,agent0_dolphin,agent0_octopus,agent0_snow leopard,agent0_quokka,agent0_sea otter,agent0_honeybee,agent0_elephant,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_orangutan,agent0_chimpanzee,agent1_panda,agent1_sea turtle,agent1_koala,agent1_peacock,agent1_lion,agent1_dolphin,agent1_octopus,agent1_snow leopard,agent1_quokka,agent1_sea otter,agent1_honeybee,agent1_elephant,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_orangutan,agent1_chimpanzee,agent2_panda,agent2_sea turtle,agent2_koala,agent2_peacock,agent2_lion,agent2_dolphin,agent2_octopus,agent2_snow leopard,agent2_quokka,agent2_sea otter,agent2_honeybee,agent2_elephant,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_orangutan,agent2_chimpanzee,agent3_panda,agent3_sea turtle,agent3_koala,agent3_peacock,agent3_lion,agent3_dolphin,agent3_octopus,agent3_snow leopard,agent3_quokka,agent3_sea otter,agent3_honeybee,agent3_elephant,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_orangutan,agent3_chimpanzee,agent4_panda,agent4_sea turtle,agent4_koala,agent4_peacock,agent4_lion,agent4_dolphin,agent4_octopus,agent4_snow leopard,agent4_quokka,agent4_sea otter,agent4_honeybee,agent4_elephant,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_orangutan,agent4_chimpanzee,agent5_panda,agent5_sea turtle,agent5_koala,agent5_peacock,agent5_lion,agent5_dolphin,agent5_octopus,agent5_snow leopard,agent5_quokka,agent5_sea otter,agent5_honeybee,agent5_elephant,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_orangutan,agent5_chimpanzee
1,-9.013482093811035,-7.972822189331055,-9.206440925598145,-8.01494312286377,-5.63221549987793,-4.5357666015625,-6.401652812957764,-8.633827209472656,-10.64502239227295,-7.591348648071289,-8.905526161193848,-6.220230102539063,-8.831510543823242,-8.318992614746094,-6.206645488739014,-9.701513290405272,-8.110663414001465,-9.166667938232422,-10.970738410949709,-9.313169479370115,-9.168044090270996,-8.781266212463379,-5.65139627456665,-3.71773624420166,-8.074714660644531,-7.266451358795166,-7.227042198181152,-8.656875610351562,-7.231129169464111,-9.78415870666504,-11.143129348754885,-7.0937113761901855,-9.724679946899414,-9.101082801818848,-10.49937915802002,-11.90684700012207,-9.528077125549316,-9.578076362609863,-10.036958694458008,-5.124342441558838,-0.307618111371994,-8.38669490814209,-5.876969814300537,-7.11782169342041,-8.166513442993164,-7.575038433074951,-11.522132873535156,-13.2495756149292,-8.75782585144043,-8.484957695007324,-7.778316497802734,-9.897798538208008,-11.246988296508787,-10.09886074066162,-12.032930374145508,-10.762426376342772,-3.1053762435913086,-0.2548761069774627,-10.145475387573242,-7.595616340637207,-6.607973575592041,-7.50599479675293,-6.60336971282959,-12.059491157531738,-11.955558776855469,-9.958002090454102,-8.509811401367188,-7.331043720245361,-10.183133125305176,-11.327856063842772,-10.14273166656494,-12.348445892333984,-10.835124015808104,-3.337291717529297,-0.2336406111717224,-10.236767768859863,-7.9451727867126465,-6.80979061126709,-7.745370864868164,-6.727121353149414,-12.204988479614258,-12.043036460876465,-10.082231521606444,-8.416749954223633,-7.330625057220459,-10.535643577575684,-11.365988731384276,-10.659468650817873,-11.005951881408691,-10.939582824707031,-3.635417461395264,-0.2725123465061188,-10.361627578735352,-7.061751365661621,-6.520809650421143,-7.142127513885498,-6.639480113983154,-11.798456192016602,-12.691035270690918,-9.547789573669434,-8.693729400634766,-7.217419147491455
3,-8.644204139709473,-7.254209518432617,-8.69842529296875,-7.992106914520264,-5.488018989562988,-4.307901382446289,-5.437203884124756,-8.00556755065918,-9.761797904968262,-6.886519908905029,-8.533721923828125,-5.914951324462891,-8.182134628295898,-7.903792381286621,-5.760697841644287,-8.943501472473145,-7.537448883056641,-9.719584465026855,-11.96428108215332,-10.755345344543455,-11.75541877746582,-12.372283935546877,-3.5369861125946045,-0.3067702353000641,-10.501152992248535,-6.963272571563721,-7.218874931335449,-8.05859661102295,-7.440976619720459,-13.178268432617188,-11.76459789276123,-10.76780605316162,-8.597005844116211,-8.224600791931152,-9.418304443359377,-10.874927520751951,-10.23931884765625,-11.884943962097168,-11.29572582244873,-3.301873683929444,-0.258398175239563,-10.351150512695312,-7.376205921173096,-6.365478515625,-7.511983394622803,-6.492152690887451,-12.517207145690918,-11.620985984802246,-9.841689109802246,-8.234075546264648,-7.33143424987793,-9.207968711853027,-10.95032024383545,-10.073819160461426,-11.894932746887209,-11.278206825256348,-3.301673650741577,-0.2254882752895355,-10.112929344177246,-7.538023471832275,-6.38976526260376,-7.369968414306641,-6.4107747077941895,-12.62695598602295,-11.450090408325195,-9.843578338623049,-7.79187536239624,-7.222283363342285,-8.962873458862305,-10.737372398376465,-9.666401863098145,-12.035325050354004,-11.073893547058104,-3.0542426109313965,-0.2547889649868011,-9.909337043762209,-7.792806148529053,-6.330347537994385,-7.1915283203125,-6.255851268768311,-12.44093418121338,-10.740178108215332,-9.940850257873535,-7.6280035972595215,-7.131109237670898,-8.583246231079102,-10.25763702392578,-10.123736381530762,-11.181346893310549,-10.57912254333496,-3.15460467338562,-0.3664974868297577,-9.839695930480955,-6.968441009521484,-6.191709041595459,-6.974031925201416,-5.825257301330566,-11.432193756103516,-9.990318298339844,-9.42946720123291,-8.02074909210205,-6.89219856262207
8,-9.84270191192627,-9.393736839294434,-10.93703842163086,-9.083836555480955,-6.929373264312744,-5.460191249847412,-7.033777713775635,-9.582816123962402,-12.114896774291992,-8.948582649230957,-10.82212734222412,-7.6348042488098145,-10.476807594299316,-9.70684051513672,-7.749232292175293,-10.595979690551758,-9.628622055053713,-9.976173400878906,-11.900382041931152,-10.350497245788574,-11.490521430969238,-12.279635429382324,-4.05609130859375,-0.314511090517044,-10.049760818481444,-6.301836013793945,-7.119147300720215,-7.979320049285889,-7.500530242919922,-12.480179786682127,-12.083226203918455,-10.583422660827637,-8.8171968460083,-8.511312484741211,-9.668664932250977,-11.688547134399414,-10.075973510742188,-12.321748733520508,-11.273138046264648,-3.451148509979248,-0.3613447546958923,-10.16622257232666,-7.620452880859375,-6.723793983459473,-7.8380913734436035,-6.801652431488037,-12.238666534423828,-12.010329246520996,-10.088767051696776,-8.297722816467285,-7.237538814544678,-9.046749114990234,-11.0455322265625,-9.546398162841797,-11.850595474243164,-10.725604057312012,-3.184299945831299,-0.4751791357994079,-9.794116973876951,-7.440454483032227,-6.626388072967529,-7.608273506164551,-6.410669803619385,-11.724481582641602,-10.520742416381836,-9.764440536499023,-8.221601486206055,-7.1938796043396,-9.101851463317873,-10.87117862701416,-9.601447105407717,-12.025707244873049,-10.605114936828612,-3.006875514984131,-0.4457064568996429,-10.021162033081056,-7.801119804382324,-6.596560001373291,-7.388309955596924,-6.073017597198486,-11.828742027282717,-10.60866928100586,-9.61589241027832,-8.19178581237793,-6.948673725128174,-9.331084251403809,-11.413028717041016,-10.44477653503418,-12.104552268981934,-10.416177749633787,-3.312097549438477,-0.3774898946285248,-10.35813331604004,-7.385100364685059,-6.662597179412842,-7.803869247436523,-6.351496696472168,-11.62886905670166,-11.497689247131348,-9.45921230316162,-8.195910453796387,-6.951711177825928
15,-9.043089866638184,-8.014397621154785,-10.073986053466797,-9.380001068115234,-6.577075004577637,-4.378870010375977,-6.400609016418457,-9.170395851135254,-10.086140632629396,-7.354447364807129,-9.321297645568848,-7.079182624816895,-8.99632453918457,-7.907731533050537,-7.126181602478027,-9.563607215881348,-8.182501792907715,-6.140433311462402,-8.146970748901367,-7.377623558044434,-9.494990348815918,-5.441283226013184,-2.702603340148926,-3.382716655731201,-7.551418781280518,-6.50919771194458,-5.405971050262451,-7.169098854064941,-5.812122344970703,-6.866524696350098,-5.758284568786621,-6.694921016693115,-8.06351375579834,-6.534264087677002,-6.912929534912109,-8.006875038146973,-7.312753677368164,-10.561309814453123,-7.135198593139648,-2.028671264648437,-0.8246892690658569,-7.418961048126221,-7.648559093475342,-4.572632789611816,-5.939212322235107,-4.643211364746094,-7.546158313751221,-5.57969856262207,-7.023818492889404,-7.228367805480957,-5.518796920776367,-8.578892707824707,-7.52998161315918,-8.359495162963867,-10.679499626159668,-8.677350044250488,-2.420903444290161,-0.456396222114563,-7.6518096923828125,-6.325504779815674,-4.821276664733887,-7.070001125335693,-6.084050178527832,-8.712414741516113,-7.157398223876953,-7.695894241333008,-8.101547241210938,-5.960937976837158,-10.506647109985352,-10.490638732910156,-10.420565605163574,-11.785905838012695,-10.59781265258789,-3.971379041671753,-0.3897004127502441,-10.397859573364258,-7.406460762023926,-6.45822811126709,-6.681582450866699,-7.168790817260742,-10.918256759643556,-10.602153778076172,-9.132594108581545,-8.665825843811035,-6.719632625579834,-9.92389678955078,-10.89334201812744,-10.504636764526367,-11.70025634765625,-10.521615982055664,-3.765918016433716,-0.3646640479564667,-10.446929931640623,-7.3896989822387695,-6.176938056945801,-6.987115859985352,-6.068420886993408,-11.21791648864746,-9.847625732421877,-9.032196044921877,-8.420112609863281,-6.428962230682373
2,-10.364792823791504,-5.871918678283691,-9.180622100830078,-9.205803871154783,-6.309197425842285,-6.7859601974487305,-7.00629997253418,-9.000683784484863,-8.773370742797852,-9.889692306518556,-9.104581832885742,-8.143089294433594,-8.761153221130371,-9.95572566986084,-6.75863790512085,-10.72799015045166,-8.609395027160645,-9.746789932250977,-9.790791511535645,-9.448407173156738,-9.888072967529297,-11.175055503845217,-5.194984436035156,-0.3227089643478393,-8.981795310974121,-4.913357257843018,-6.355127334594727,-9.083902359008787,-8.273666381835938,-12.380133628845217,-12.16039752960205,-9.82357406616211,-8.802799224853516,-8.228495597839355,-9.956839561462402,-10.012290954589844,-10.310707092285156,-11.12051773071289,-11.202547073364258,-3.896934747695923,-0.2415966242551803,-10.706254959106444,-7.509714603424072,-6.634094715118408,-7.798277378082275,-7.044499397277832,-12.610819816589355,-10.85960292816162,-10.242082595825195,-8.783794403076172,-6.976973533630371,-9.616596221923828,-8.253561973571777,-9.74126434326172,-11.129159927368164,-10.322304725646973,-3.897049903869629,-0.2163033634424209,-10.704983711242676,-7.442410469055176,-5.791114807128906,-6.730589389801025,-6.646461486816406,-11.41517448425293,-10.525221824645996,-9.2036714553833,-8.769207000732422,-7.027462005615234,-9.587035179138184,-8.960416793823242,-10.29866886138916,-11.683433532714844,-10.46620273590088,-3.87557864189148,-0.177825853228569,-10.629924774169922,-7.770376682281494,-6.047864437103272,-7.398187637329102,-6.436631679534912,-12.139172554016112,-10.297941207885742,-9.747692108154297,-8.683684349060059,-7.225881576538086,-13.146367073059082,-6.4109978675842285,-11.014792442321776,-10.233392715454102,-11.254021644592283,-10.32767391204834,-5.088687896728516,-12.183460235595703,-6.268139362335205,-8.433269500732422,-10.79936408996582,-9.556753158569336,-11.480961799621582,-14.19460678100586,-9.751657485961914,-12.895078659057615,-10.213740348815918
14,-8.580130577087402,-8.634431838989258,-9.348388671875,-8.713713645935059,-5.712192058563232,-4.223070621490479,-6.209527969360352,-9.380751609802246,-10.910054206848145,-7.635364055633545,-9.883213996887209,-5.837910175323486,-8.933609008789062,-7.9751787185668945,-6.567951679229736,-9.395244598388672,-8.2813720703125,-6.625040531158447,-9.237030029296877,-7.243686199188232,-10.12049961090088,-6.58038854598999,-2.5038962364196777,-2.9404375553131104,-8.260126113891602,-6.734285831451416,-6.14492130279541,-8.518529891967773,-4.464667797088623,-8.498297691345215,-6.931621551513672,-6.740718841552734,-8.093597412109375,-8.194595336914062,-6.817907333374023,-8.122133255004883,-8.172256469726562,-10.713268280029297,-9.475017547607422,-2.6369123458862305,-0.4740541875362396,-7.997213840484619,-6.464910984039307,-5.00159215927124,-6.632184505462647,-4.680339813232422,-9.504488945007324,-7.385655879974365,-7.632071018218994,-7.269158363342285,-6.635802745819092,-9.158949851989746,-10.696460723876951,-10.35860824584961,-12.808112144470217,-10.819401741027832,-3.0967602729797363,-0.2560277879238128,-10.363848686218262,-7.812103271484375,-6.460515975952148,-7.34084415435791,-5.991849422454834,-12.38733196258545,-10.62366771697998,-9.707982063293455,-8.371216773986816,-7.175681114196777,-8.015863418579102,-9.752025604248049,-8.627967834472656,-11.733782768249512,-9.52543830871582,-2.5710158348083496,-0.4005551338195801,-9.744330406188965,-7.680877685546875,-5.873162269592285,-6.793138980865479,-5.009488582611084,-11.223801612854004,-9.256671905517578,-8.424860000610352,-7.716911315917969,-6.600517749786377,-9.11892795562744,-10.889814376831056,-10.463521003723145,-12.552216529846191,-10.8756742477417,-3.183298826217652,-0.3207056224346161,-10.153838157653809,-7.330282688140869,-6.078625202178955,-7.643105506896973,-5.798590660095215,-12.220341682434082,-10.777762413024902,-9.27524757385254,-8.217321395874023,-7.430512428283691
12,-8.610710144042969,-7.710193634033203,-8.289395332336426,-7.255919933319092,-4.509064674377441,-4.342371940612793,-5.857905864715576,-7.848384857177734,-9.163350105285645,-7.118013381958008,-8.776955604553223,-5.715508460998535,-8.073397636413574,-7.171301364898682,-5.311477184295654,-8.613996505737305,-6.924428939819336,-10.56022834777832,-12.320796966552734,-10.81152629852295,-11.58377170562744,-11.962690353393556,-4.3194780349731445,-0.308689683675766,-10.653303146362305,-6.177511692047119,-6.768848896026611,-7.880907535552978,-7.727826118469238,-12.815939903259276,-12.6947603225708,-10.17758846282959,-8.699495315551758,-7.921659469604492,-9.92136287689209,-12.245361328125,-10.706697463989258,-12.620076179504396,-11.707273483276367,-3.357635736465454,-0.2574548721313476,-10.886869430541992,-8.023799896240234,-6.932365417480469,-8.053497314453125,-6.782899856567383,-13.04451847076416,-11.781225204467772,-10.467574119567873,-8.322406768798828,-7.470463752746582,-9.684625625610352,-11.891462326049805,-10.304679870605469,-11.872321128845217,-11.582669258117676,-3.3297789096832275,-0.2798024713993072,-10.512701034545898,-7.36221981048584,-6.5531392097473145,-7.7475152015686035,-6.740384578704834,-12.633190155029297,-11.862963676452637,-10.118002891540527,-8.059371948242188,-7.426873207092285,-9.342077255249023,-11.341617584228516,-9.882404327392578,-12.055137634277344,-11.222003936767578,-3.239992141723633,-0.256956934928894,-10.010255813598633,-7.317878723144531,-6.259881019592285,-7.615591049194336,-6.598638534545898,-12.35032081604004,-11.70176887512207,-9.952556610107422,-7.615517616271973,-7.11554479598999,-9.477812767028809,-11.113592147827148,-10.151451110839844,-12.033924102783203,-10.29554843902588,-3.3010432720184326,-0.3400677144527435,-9.917288780212402,-7.328951358795166,-6.622459888458252,-6.815352439880371,-6.306923389434815,-11.209616661071776,-11.400801658630373,-9.432106018066406,-7.998359680175781,-6.830373287200928
21,-10.45343017578125,-7.732577800750732,-10.236393928527832,-10.424659729003906,-7.257456302642822,-4.657881259918213,-6.891252517700195,-10.673125267028809,-12.678581237792969,-9.99585247039795,-10.219257354736328,-7.224997043609619,-10.000115394592283,-9.529746055603027,-8.359807968139648,-9.8793306350708,-9.203739166259766,-10.62855625152588,-8.953630447387695,-11.50996208190918,-10.534150123596191,-7.716516971588135,-6.320861339569092,-6.97799825668335,-10.640785217285156,-10.132487297058104,-10.140580177307127,-11.561573028564451,-8.30904769897461,-10.517688751220703,-10.737597465515137,-8.982328414916992,-10.905848503112791,-11.317448616027832,-6.798466682434082,-5.648080825805664,-7.671920299530029,-8.457178115844727,-5.875505447387695,-2.2853434085845947,-1.0886279344558716,-8.06692886352539,-6.746565818786621,-6.9733967781066895,-6.573054313659668,-4.019488334655762,-8.381583213806152,-7.063139915466309,-6.634212970733643,-7.428390026092529,-6.862739562988281,-6.763136863708496,-4.676238059997559,-6.950667858123779,-8.779284477233887,-7.701539039611816,-2.4079408645629883,-0.8311311602592468,-7.796454906463623,-6.019217491149902,-5.26461935043335,-5.982936859130859,-4.231045722961426,-8.676602363586426,-8.251992225646973,-7.066432952880859,-7.252623558044434,-6.7481184005737305,-9.42247200012207,-10.516714096069336,-9.999802589416504,-12.237690925598145,-11.047770500183104,-3.5347230434417725,-0.2674325406551361,-10.19430446624756,-7.777621746063232,-6.40208101272583,-7.18767786026001,-6.387125492095947,-12.22516918182373,-10.875773429870604,-9.743966102600098,-8.364952087402344,-7.155451774597168,-9.872560501098633,-11.26108741760254,-10.964908599853516,-12.386404037475586,-11.198005676269531,-3.573533058166504,-0.2381514310836792,-10.73071002960205,-7.828240394592285,-6.4115095138549805,-7.521709442138672,-6.004218101501465,-12.425403594970703,-10.969216346740724,-9.783870697021484,-8.279179573059082,-6.97121524810791
23,-9.532944679260254,-8.07697868347168,-9.380573272705078,-7.379780769348144,-5.701333045959473,-4.583179473876953,-5.869153499603272,-7.723414421081543,-9.237407684326172,-7.367713928222656,-8.461353302001953,-6.534778594970703,-8.965470314025879,-8.582138061523438,-5.994132518768311,-9.265069007873535,-8.024931907653809,-9.538421630859377,-11.628884315490724,-9.367110252380373,-7.984012603759766,-9.628138542175291,-5.101800918579102,-0.5259829163551331,-7.744510650634766,-4.165850639343262,-7.513767242431641,-7.442600727081299,-7.784233093261719,-11.22581386566162,-12.826519012451172,-8.836569786071777,-8.811123847961426,-9.160889625549316,-10.09003448486328,-11.651249885559082,-11.068187713623049,-12.140328407287598,-11.597245216369627,-3.815497875213623,-0.1798164546489715,-10.24051284790039,-7.270309925079346,-7.159807205200195,-8.262533187866211,-6.788757801055908,-13.315316200256348,-12.455604553222656,-10.53683090209961,-8.862114906311035,-8.28335189819336,-10.183225631713867,-11.566844940185549,-10.90218448638916,-11.74380874633789,-11.853510856628418,-4.158956527709961,-0.1671216934919357,-10.351553916931152,-6.830960750579834,-7.120337009429932,-8.367586135864258,-7.333244323730469,-13.304911613464355,-12.94754695892334,-10.633563995361328,-8.807229042053223,-8.548871994018555,-10.235788345336914,-11.794801712036133,-11.06201171875,-12.127423286437988,-12.254682540893556,-4.554550647735596,-0.1574765592813491,-10.378378868103027,-6.521704196929932,-7.058823585510254,-8.460769653320312,-7.7172417640686035,-13.55498504638672,-13.034489631652832,-10.784536361694336,-8.791513442993164,-8.623126029968262,-11.314372062683104,-12.38758373260498,-12.277795791625977,-12.75099754333496,-12.971183776855469,-4.373689651489258,-0.3483120501041412,-11.547863006591797,-7.254901885986328,-7.031068325042725,-8.710681915283203,-7.346588134765625,-13.7543306350708,-13.480709075927734,-10.933281898498535,-8.969799995422363,-8.367633819580078
9,-9.362223625183104,-6.925812244415283,-9.06445026397705,-6.78474760055542,-5.959576606750488,-3.875330924987793,-4.93099308013916,-7.08311128616333,-10.52816390991211,-7.261010646820068,-8.296977043151855,-6.21601676940918,-9.036757469177246,-8.514524459838867,-6.025390148162842,-9.850297927856444,-8.797778129577637,-9.46322536468506,-7.802348613739014,-8.336530685424805,-5.677789688110352,-8.358966827392578,-4.447875022888184,-1.2508653402328491,-5.951252937316895,-6.407558917999268,-7.128452301025391,-6.37241792678833,-6.603855133056641,-9.51772689819336,-10.555337905883787,-7.398883819580078,-9.818219184875488,-9.70974063873291,-10.661375045776367,-11.071025848388672,-10.619893074035645,-10.951099395751951,-12.91545581817627,-4.074958801269531,-0.2539745271205902,-9.754582405090332,-7.306892395019531,-7.992978572845459,-8.586989402770996,-7.665667533874512,-14.46806526184082,-14.624388694763184,-11.82402801513672,-9.14557647705078,-10.54836368560791,-10.143477439880373,-10.406085968017578,-10.793068885803224,-11.91337776184082,-12.721471786499023,-3.691028833389282,-0.2177341431379318,-9.97569751739502,-7.663267612457275,-7.419991493225098,-8.14305305480957,-6.9134840965271,-14.337242126464844,-13.545537948608398,-11.451401710510254,-8.723822593688965,-9.796130180358888,-10.192601203918455,-11.098796844482422,-10.745487213134766,-11.585626602172852,-12.642813682556152,-4.022739410400391,-0.2588997781276703,-9.77664852142334,-7.407385349273682,-8.067246437072754,-8.538643836975098,-7.512018203735352,-13.891695976257324,-13.19085693359375,-11.555218696594238,-9.04122543334961,-9.703323364257812,-9.986903190612791,-11.446233749389648,-11.49394416809082,-12.18148422241211,-12.059783935546877,-3.340341329574585,-0.2994209229946136,-10.711909294128418,-8.671216011047363,-7.409196853637695,-7.870804786682129,-5.974853515625,-13.251534461975098,-12.065214157104492,-10.829137802124023,-8.737570762634277,-8.489126205444336
