,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,0.0555555555555555,0.2986111111111111,0.1041666666666666,0.0277777777777777,0.0208333333333333,0.0902777777777777
1,0.0555555555555555,0.4375,0.1805555555555555,0.1597222222222222,0.0138888888888888,0.0069444444444444
2,0.0138888888888888,0.1666666666666666,0.0138888888888888,0.2569444444444444,0.0,0.2361111111111111
3,0.0416666666666666,0.0763888888888889,0.1180555555555555,0.0138888888888888,0.0625,0.0416666666666666
4,0.0694444444444444,0.3541666666666667,0.2083333333333333,0.5,0.4861111111111111,0.1736111111111111
5,0.0,0.0555555555555555,0.2222222222222222,0.3263888888888889,0.0694444444444444,0.0138888888888888
6,0.0625,0.1388888888888889,0.1666666666666666,0.4375,0.1041666666666666,0.0277777777777777
7,0.0486111111111111,0.0347222222222222,0.1875,0.2708333333333333,0.3958333333333333,0.0486111111111111
8,0.0486111111111111,0.375,0.3472222222222222,0.1180555555555555,0.25,0.125
9,0.0069444444444444,0.0555555555555555,0.1111111111111111,0.2013888888888889,0.4236111111111111,0.5069444444444444
10,0.0208333333333333,0.0833333333333333,0.0972222222222222,0.0972222222222222,0.0208333333333333,0.1111111111111111
11,0.0416666666666666,0.0902777777777777,0.2152777777777778,0.1875,0.2152777777777778,0.1319444444444444
12,0.1041666666666666,0.2083333333333333,0.5347222222222222,0.25,0.0625,0.2430555555555555
13,0.0625,0.0208333333333333,0.0,0.0069444444444444,0.0069444444444444,0.2152777777777778
14,0.1041666666666666,0.0763888888888889,0.0138888888888888,0.0625,0.0069444444444444,0.0
15,0.0416666666666666,0.2916666666666667,0.3472222222222222,0.0833333333333333,0.0277777777777777,0.0486111111111111
16,0.1041666666666666,0.3472222222222222,0.3958333333333333,0.4791666666666667,0.4444444444444444,0.2638888888888889
17,0.0208333333333333,0.0069444444444444,0.2430555555555555,0.2430555555555555,0.2777777777777778,0.125
18,0.0555555555555555,0.3680555555555556,0.0416666666666666,0.0,0.0069444444444444,0.0069444444444444
19,0.0486111111111111,0.0555555555555555,0.2083333333333333,0.0138888888888888,0.0416666666666666,0.2361111111111111
